Tanggal Kurs;Kurs
17/01/2019;7.98E-08
18/01/2019;2.87E-06
21/01/2019;4.47E-06
22/01/2019;4.01E-07
23/01/2019;5.40E-06
24/01/2019;1.10E-05
25/01/2019;2.42E-06
28/01/2019;7.86E-05
29/01/2019;1.82E-05
30/01/2019;9.85E-07
31/01/2019;8.06E-06
01/02/2019;4.49E-05
04/02/2019;2.05E-08
06/02/2019;4.31E-06
07/02/2019;4.93E-06
08/02/2019;1.00E-06
11/02/2019;4.60E-08
12/02/2019;4.39E-05
13/02/2019;1.88E-05
14/02/2019;2.20E-05
15/02/2019;2.66E-06
18/02/2019;5.02E-07
19/02/2019;8.49E-07
20/02/2019;2.06E-05
21/02/2019;2.02E-08
22/02/2019;2.45E-06
25/02/2019;2.63E-05
26/02/2019;1.47E-06
27/02/2019;1.00E-06
28/02/2019;1.71E-05
01/03/2019;1.21E-05
04/03/2019;7.23E-06
05/03/2019;4.50E-08
06/03/2019;1.45E-06
08/03/2019;4.40E-05
11/03/2019;5.01E-05
12/03/2019;2.61E-05
13/03/2019;1.59E-06
14/03/2019;1.26E-06
15/03/2019;1.59E-05
18/03/2019;2.27E-05
19/03/2019;9.67E-07
20/03/2019;4.44E-08
21/03/2019;8.29E-05
22/03/2019;1.52E-05
25/03/2019;2.16E-05
26/03/2019;1.34E-05
27/03/2019;4.78E-06
28/03/2019;1.39E-05
29/03/2019;5.96E-07
01/04/2019;8.34E-07
02/04/2019;1.78E-07
04/04/2019;1.50E-05
05/04/2019;2.87E-06
08/04/2019;8.44E-07
09/04/2019;1.25E-07
10/04/2019;1.25E-07
11/04/2019;4.98E-09
12/04/2019;4.49E-08
15/04/2019;3.71E-05
16/04/2019;5.06E-09
18/04/2019;1.27E-05
22/04/2019;8.12E-06
23/04/2019;2.91E-06
24/04/2019;5.15E-06
25/04/2019;8.83E-06
26/04/2019;5.76E-06
29/04/2019;0
30/04/2019;3.61E-06
02/05/2019;4.44E-06
03/05/2019;6.73E-06
06/05/2019;3.31E-06
07/05/2019;4.89E-09
08/05/2019;7.82E-08
09/05/2019;5.31E-06
10/05/2019;3.94E-07
13/05/2019;1.09E-06
14/05/2019;3.24E-05
15/05/2019;7.67E-08
16/05/2019;4.79E-07
17/05/2019;5.78E-07
20/05/2019;3.87E-07
21/05/2019;1.22E-06
22/05/2019;3.23E-06
23/05/2019;2.97E-06
24/05/2019;1.83E-05
27/05/2019;3.99E-05
28/05/2019;1.94E-06
29/05/2019;6.60E-06
31/05/2019;4.94E-06
10/06/2019;0.000115849
11/06/2019;3.59E-06
12/06/2019;2.84E-06
13/06/2019;6.38E-06
14/06/2019;5.66E-06
17/06/2019;8.60E-06
18/06/2019;7.00E-07
19/06/2019;1.94E-05
20/06/2019;6.03E-06
21/06/2019;7.17E-05
24/06/2019;1.20E-05
25/06/2019;3.64E-06
26/06/2019;6.47E-06
27/06/2019;1.79E-07
28/06/2019;7.59E-06
01/07/2019;2.89E-06
02/07/2019;2.65E-06
03/07/2019;2.00E-06
04/07/2019;1.46E-05
05/07/2019;8.84E-06
08/07/2019;5.00E-09
09/07/2019;1.62E-06
10/07/2019;2.65E-06
11/07/2019;1.99E-05
12/07/2019;8.06E-08
15/07/2019;6.72E-05
16/07/2019;1.04E-05
17/07/2019;2.97E-06
18/07/2019;3.74E-06
19/07/2019;2.04E-05
22/07/2019;1.29E-05
23/07/2019;5.13E-07
24/07/2019;7.38E-06
25/07/2019;3.19E-06
26/07/2019;1.15E-06
29/07/2019;4.13E-07
30/07/2019;2.93E-06
31/07/2019;3.25E-07
01/08/2019;2.62E-05
02/08/2019;5.51E-05
05/08/2019;3.88E-06
06/08/2019;6.26E-05
07/08/2019;2.33E-05
08/08/2019;9.53E-06
09/08/2019;6.42E-06
12/08/2019;3.10E-06
13/08/2019;1.95E-05
14/08/2019;1.18E-05
15/08/2019;1.89E-05
16/08/2019;7.08E-06
19/08/2019;1.49E-05
20/08/2019;1.72E-05
21/08/2019;4.43E-08
22/08/2019;3.08E-06
23/08/2019;1.11E-06
26/08/2019;7.09E-07
27/08/2019;3.33E-06
28/08/2019;3.86E-06
29/08/2019;3.98E-07
30/08/2019;1.42E-06
02/09/2019;1.09E-05
03/09/2019;3.61E-06
04/09/2019;4.94E-09
05/09/2019;2.10E-05
06/09/2019;8.44E-07
09/09/2019;1.16E-05
10/09/2019;1.88E-05
11/09/2019;5.19E-06
12/09/2019;6.12E-07
13/09/2019;5.31E-05
16/09/2019;2.51E-05
17/09/2019;3.24E-05
18/09/2019;2.01E-06
19/09/2019;1.82E-06
20/09/2019;9.87E-07
23/09/2019;3.23E-07
24/09/2019;2.44E-06
25/09/2019;6.15E-06
26/09/2019;3.92E-06
27/09/2019;6.09E-06
30/09/2019;2.63E-06
01/10/2019;2.41E-06
02/10/2019;6.00E-07
03/10/2019;9.72E-07
04/10/2019;1.68E-05
07/10/2019;2.20E-06
08/10/2019;9.77E-07
09/10/2019;7.17E-07
10/10/2019;3.11E-06
11/10/2019;1.62E-06
14/10/2019;8.46E-07
15/10/2019;9.81E-07
16/10/2019;1.10E-05
17/10/2019;1.12E-06
18/10/2019;5.11E-06
21/10/2019;3.20E-07
22/10/2019;2.76E-05
23/10/2019;2.48E-07
24/10/2019;1.54E-05
25/10/2019;2.35E-05
28/10/2019;8.52E-06
29/10/2019;1.27E-07
30/10/2019;1.30E-06
31/10/2019;6.59E-06
01/11/2019;1.71E-05
04/11/2019;2.08E-05
05/11/2019;4.28E-06
06/11/2019;7.75E-06
07/11/2019;1.17E-05
08/11/2019;2.03E-06
11/11/2019;2.03E-06
12/11/2019;1.83E-06
13/11/2019;2.67E-06
14/11/2019;1.29E-06
15/11/2019;4.24E-06
18/11/2019;1.82E-07
19/11/2019;1.29E-06
20/11/2019;1.81E-07
21/11/2019;1.13E-06
22/11/2019;7.24E-07
25/11/2019;4.07E-07
26/11/2019;5.04E-07
27/11/2019;1.13E-06
28/11/2019;4.54E-08
29/11/2019;4.51E-08
02/12/2019;2.01E-06
03/12/2019;3.21E-07
04/12/2019;1.25E-07
05/12/2019;4.83E-06
06/12/2019;1.64E-05
09/12/2019;1.30E-06
10/12/2019;1.47E-06
11/12/2019;2.25E-06
12/12/2019;1.47E-06
13/12/2019;1.83E-05
16/12/2019;2.47E-06
17/12/2019;9.98E-07
18/12/2019;6.16E-07
19/12/2019;2.94E-06
20/12/2019;5.11E-07
23/12/2019;1.15E-06
26/12/2019;8.19E-08
27/12/2019;3.46E-06
30/12/2019;6.21E-07
31/12/2019;9.99E-06
02/01/2020;1.86E-07
03/01/2020;8.28E-08
06/01/2020;1.98E-05
07/01/2020;9.08E-06
08/01/2020;1.16E-06
09/01/2020;2.84E-05
10/01/2020;1.20E-05
13/01/2020;5.71E-05
14/01/2020;1.56E-05
15/01/2020;1.44E-05
16/01/2020;1.23E-05
17/01/2020;5.36E-07
20/01/2020;1.93E-07
21/01/2020;8.58E-08
22/01/2020;2.14E-06
23/01/2020;1.45E-05
24/01/2020;1.94E-07
27/01/2020;2.16E-06
28/01/2020;6.60E-06
29/01/2020;9.09E-07
30/01/2020;1.74E-06
31/01/2020;5.36E-07
03/02/2020;2.18E-05
04/02/2020;6.12E-06
05/02/2020;9.79E-06
06/02/2020;1.61E-05
07/02/2020;1.21E-06
10/02/2020;1.99E-05
11/02/2020;2.58E-06
12/02/2020;3.90E-06
13/02/2020;2.14E-06
14/02/2020;4.18E-06
17/02/2020;1.04E-06
18/02/2020;1.54E-06
19/02/2020;8.96E-06
20/02/2020;1.72E-06
21/02/2020;9.32E-06
24/02/2020;3.87E-05
25/02/2020;4.67E-06
26/02/2020;2.75E-05
27/02/2020;1.38E-05
28/02/2020;0.000233822
02/03/2020;0.000156186
03/03/2020;0.000177979
04/03/2020;1.29E-05
05/03/2020;4.50E-08
06/03/2020;4.85E-05
09/03/2020;2.75E-05
10/03/2020;2.30E-05
11/03/2020;3.75E-05
12/03/2020;0.000134369
13/03/2020;0.000492031
16/03/2020;4.09E-08
17/03/2020;0.000314209
18/03/2020;8.54E-05
19/03/2020;0.000999633
20/03/2020;0.001230806
23/03/2020;0.000415218
24/03/2020;5.44E-05
26/03/2020;9.27E-05
27/03/2020;3.62E-05
30/03/2020;4.24E-05
31/03/2020;3.60E-06
01/04/2020;7.88E-06
02/04/2020;0.000391529
03/04/2020;0.000278387
06/04/2020;3.11E-05
07/04/2020;7.85E-05
08/04/2020;0.00010212
09/04/2020;6.06E-08
13/04/2020;0.000625042
14/04/2020;5.59E-05
15/04/2020;9.11E-07
16/04/2020;2.58E-05
17/04/2020;0.000329541
20/04/2020;6.64E-06
21/04/2020;4.11E-05
22/04/2020;2.37E-05
23/04/2020;1.63E-05
24/04/2020;2.44E-05
27/04/2020;5.95E-06
28/04/2020;4.39E-05
29/04/2020;2.23E-05
30/04/2020;0.000284887
04/05/2020;3.09E-05
05/05/2020;4.22E-06
06/05/2020;2.32E-06
08/05/2020;6.13E-05
11/05/2020;2.38E-05
12/05/2020;7.89E-06
13/05/2020;3.71E-05
14/05/2020;1.56E-05
15/05/2020;6.14E-06
18/05/2020;2.60E-06
19/05/2020;1.74E-05
20/05/2020;6.59E-06
26/05/2020;5.54E-07
27/05/2020;7.74E-07
28/05/2020;2.94E-07
29/05/2020;5.96E-06
02/06/2020;0.000249755
03/06/2020;0.000319703
04/06/2020;3.17E-05
05/06/2020;2.12E-05
08/06/2020;0.000105376
09/06/2020;1.48E-06
10/06/2020;6.15E-05
11/06/2020;2.41E-05
12/06/2020;0.000295549
15/06/2020;4.15E-06
16/06/2020;2.65E-05
17/06/2020;3.10E-05
18/06/2020;1.14E-05
19/06/2020;1.55E-05
22/06/2020;5.38E-06
23/06/2020;1.55E-05
24/06/2020;5.46E-05
25/06/2020;2.50E-05
26/06/2020;3.16E-07
29/06/2020;8.26E-05
30/06/2020;2.18E-05
01/07/2020;7.42E-06
02/07/2020;0.000147102
03/07/2020;1.18E-05
06/07/2020;1.70E-06
07/07/2020;3.94E-05
08/07/2020;7.65E-08
09/07/2020;9.38E-07
10/07/2020;1.44E-05
13/07/2020;1.07E-06
14/07/2020;3.22E-06
15/07/2020;5.10E-05
16/07/2020;1.20E-06
17/07/2020;0.000101284
20/07/2020;1.23E-05
21/07/2020;1.64E-06
22/07/2020;0.000114996
23/07/2020;9.12E-07
24/07/2020;1.41E-05
27/07/2020;3.79E-07
28/07/2020;1.81E-05
29/07/2020;3.44E-06
30/07/2020;3.23E-05
03/08/2020;1.67E-05
04/08/2020;1.18E-06
05/08/2020;2.55E-05
06/08/2020;6.08E-06
07/08/2020;1.68E-05
10/08/2020;4.91E-05
11/08/2020;2.23E-06
12/08/2020;1.10E-05
13/08/2020;4.55E-05
14/08/2020;7.21E-06
18/08/2020;4.50E-07
19/08/2020;6.64E-05
24/08/2020;2.93E-07
25/08/2020;0.000121237
26/08/2020;7.47E-08
27/08/2020;2.83E-05
28/08/2020;6.66E-07
31/08/2020;0.000102367
01/09/2020;1.75E-05
02/09/2020;0.000165088
03/09/2020;8.93E-07
04/09/2020;3.08E-06
07/09/2020;6.62E-06
08/09/2020;8.87E-06
09/09/2020;1.38E-05
10/09/2020;1.47E-06
11/09/2020;5.24E-05
14/09/2020;1.12E-07
15/09/2020;4.86E-05
16/09/2020;3.06E-06
17/09/2020;5.23E-06
18/09/2020;5.51E-05
21/09/2020;9.31E-06
22/09/2020;1.60E-05
23/09/2020;1.28E-05
24/09/2020;5.86E-05
25/09/2020;1.79E-08
28/09/2020;2.86E-07
29/09/2020;6.82E-06
30/09/2020;1.80E-08
01/10/2020;7.95E-06
02/10/2020;8.85E-07
05/10/2020;2.39E-06
06/10/2020;0.000109848
07/10/2020;2.38E-05
08/10/2020;5.30E-06
09/10/2020;7.77E-07
12/10/2020;3.72E-07
13/10/2020;1.01E-05
14/10/2020;7.74E-07
15/10/2020;1.83E-06
16/10/2020;1.65E-07
19/10/2020;2.87E-06
20/10/2020;6.63E-07
21/10/2020;2.34E-05
22/10/2020;7.06E-06
23/10/2020;7.76E-06
26/10/2020;7.76E-06
27/10/2020;2.27E-07
28/10/2020;0
29/10/2020;0
30/10/2020;0
02/11/2020;3.63E-06
03/11/2020;5.53E-05
04/11/2020;1.27E-05
05/11/2020;6.62E-05
06/11/2020;6.73E-05
09/11/2020;0.000109394
10/11/2020;0.000124092
11/11/2020;1.89E-05
12/11/2020;6.17E-05
13/11/2020;6.07E-06
16/11/2020;3.43E-05
17/11/2020;2.19E-05
18/11/2020;1.02E-05
19/11/2020;1.20E-05
20/11/2020;1.85E-05
23/11/2020;2.03E-05
24/11/2020;5.09E-06
25/11/2020;3.62E-06
26/11/2020;7.60E-06
27/11/2020;1.13E-06
30/11/2020;1.45E-06
01/12/2020;1.25E-05
02/12/2020;9.76E-07
03/12/2020;8.42E-07
04/12/2020;1.24E-07
07/12/2020;1.10E-05
08/12/2020;4.20E-06
09/12/2020;0
10/12/2020;5.78E-06
11/12/2020;3.93E-06
14/12/2020;1.57E-05
15/12/2020;8.43E-07
16/12/2020;1.99E-06
17/12/2020;4.94E-09
18/12/2020;1.80E-07
21/12/2020;5.76E-06
22/12/2020;7.16E-06
23/12/2020;2.02E-05
24/12/2020;0
25/12/2020;0
28/12/2020;4.74E-05
29/12/2020;1.12E-06
30/12/2020;2.05E-05
31/12/2020;0
04/01/2021;0.000208072
05/01/2021;9.10E-06
06/01/2021;1.86E-06
07/01/2021;7.42E-07
08/01/2021;7.35E-05
11/01/2021;4.73E-05
12/01/2021;2.87E-05
13/01/2021;7.41E-05
14/01/2021;5.02E-07
15/01/2021;1.31E-05
18/01/2021;7.27E-07
19/01/2021;1.82E-07
20/01/2021;2.22E-06
21/01/2021;3.42E-06
22/01/2021;1.14E-06
25/01/2021;3.96E-06
26/01/2021;8.07E-08
27/01/2021;1.26E-07
28/01/2021;3.94E-06
29/01/2021;6.16E-06
01/02/2021;8.92E-06
02/02/2021;2.03E-08
03/02/2021;3.70E-06
04/02/2021;1.83E-06
05/02/2021;3.42E-06
08/02/2021;1.95E-05
09/02/2021;0
10/02/2021;6.17E-07
11/02/2021;2.47E-06
12/02/2021;0
15/02/2021;2.16E-05
16/02/2021;2.60E-05
17/02/2021;0.000106603
18/02/2021;8.12E-06
19/02/2021;3.41E-06
22/02/2021;8.50E-07
23/02/2021;3.94E-06
24/02/2021;6.88E-06
25/02/2021;1.13E-06
26/02/2021;7.79E-05
01/03/2021;2.48E-05
02/03/2021;2.40E-07
03/03/2021;3.55E-06
04/03/2021;5.98E-06
05/03/2021;2.52E-05
08/03/2021;1.74E-06
09/03/2021;2.92E-05
10/03/2021;1.06E-05
11/03/2021;0
12/03/2021;1.21E-05
15/03/2021;1.07E-05
16/03/2021;1.73E-07
17/03/2021;5.88E-06
18/03/2021;1.06E-05
19/03/2021;1.96E-05
22/03/2021;1.91E-06
23/03/2021;5.87E-06
24/03/2021;5.55E-06
25/03/2021;3.87E-07
26/03/2021;1.55E-06
29/03/2021;6.91E-07
30/03/2021;1.06E-05
31/03/2021;3.92E-05
01/04/2021;1.18E-07
02/04/2021;0
05/04/2021;2.30E-07
06/04/2021;1.23E-05
07/04/2021;9.29E-07
08/04/2021;1.71E-07
09/04/2021;2.12E-05
12/04/2021;0
13/04/2021;1.22E-05
14/04/2021;1.35E-06
15/04/2021;1.05E-06
16/04/2021;7.88E-07
19/04/2021;1.36E-05
20/04/2021;2.71E-06
21/04/2021;1.70E-05
22/04/2021;7.97E-06
23/04/2021;1.71E-06
26/04/2021;1.53E-06
27/04/2021;1.65E-05
28/04/2021;3.05E-07
29/04/2021;8.03E-07
30/04/2021;8.40E-06
03/05/2021;1.08E-06
04/05/2021;9.37E-07
05/05/2021;6.21E-06
06/05/2021;3.07E-07
07/05/2021;2.71E-05
10/05/2021;2.74E-05
11/05/2021;4.08E-05
12/05/2021;0
13/05/2021;0
14/05/2021;0
17/05/2021;1.24E-07
18/05/2021;3.23E-05
19/05/2021;1.25E-06
20/05/2021;8.26E-07
21/05/2021;3.34E-05
24/05/2021;2.13E-06
25/05/2021;8.19E-07
26/05/2021;0
27/05/2021;3.54E-06
28/05/2021;2.58E-06
31/05/2021;1.95E-08
01/06/2021;0
02/06/2021;1.58E-06
03/06/2021;1.25E-06
04/06/2021;2.16E-06
07/06/2021;1.76E-06
08/06/2021;9.91E-06
09/06/2021;3.98E-07
10/06/2021;0
11/06/2021;2.38E-06
14/06/2021;5.71E-06
15/06/2021;1.27E-06
16/06/2021;2.39E-06
17/06/2021;8.33E-07
18/06/2021;7.14E-05
21/06/2021;3.02E-06
22/06/2021;1.20E-05
23/06/2021;4.91E-06
24/06/2021;5.22E-06
25/06/2021;3.06E-07
28/06/2021;1.08E-06
29/06/2021;2.99E-06
30/06/2021;2.75E-06
01/07/2021;1.00E-05
02/07/2021;4.24E-08
05/07/2021;2.95E-06
06/07/2021;3.19E-05
07/07/2021;9.35E-07
08/07/2021;4.88E-06
09/07/2021;1.09E-05
12/07/2021;0
13/07/2021;1.82E-05
14/07/2021;0
15/07/2021;2.34E-07
16/07/2021;4.76E-07
19/07/2021;9.31E-07
21/07/2021;2.32E-07
22/07/2021;4.26E-06
23/07/2021;1.00E-05
26/07/2021;2.33E-07
27/07/2021;2.33E-07
28/07/2021;1.19E-07
29/07/2021;3.85E-07
30/07/2021;2.33E-07
02/08/2021;4.01E-06
03/08/2021;1.72E-07
04/08/2021;4.26E-05
05/08/2021;7.02E-06
06/08/2021;1.58E-06
09/08/2021;3.54E-06
10/08/2021;3.92E-07
12/08/2021;1.74E-06
13/08/2021;3.09E-07
16/08/2021;4.87E-09
18/08/2021;1.21E-07
19/08/2021;4.79E-09
20/08/2021;4.34E-06
23/08/2021;1.20E-05
24/08/2021;1.15E-05
25/08/2021;2.78E-06
26/08/2021;1.39E-06
27/08/2021;1.08E-06
30/08/2021;3.07E-07
31/08/2021;1.57E-05
01/09/2021;2.25E-05
02/09/2021;2.37E-06
03/09/2021;4.40E-08
06/09/2021;1.96E-06
07/09/2021;2.38E-06
08/09/2021;9.58E-06
09/09/2021;2.49E-05
10/09/2021;1.77E-07
13/09/2021;1.09E-05
14/09/2021;6.04E-06
15/09/2021;4.41E-08
16/09/2021;1.23E-07
17/09/2021;9.66E-07
20/09/2021;1.23E-07
21/09/2021;1.60E-06
22/09/2021;2.42E-07
23/09/2021;1.23E-07
24/09/2021;2.41E-07
27/09/2021;1.77E-07
28/09/2021;3.15E-07
29/09/2021;5.95E-07
30/09/2021;7.07E-06
01/10/2021;9.57E-07
04/10/2021;1.76E-07
05/10/2021;7.44E-06
06/10/2021;1.26E-06
07/10/2021;1.11E-06
08/10/2021;2.42E-07
11/10/2021;8.34E-07
12/10/2021;1.11E-06
13/10/2021;2.43E-07
14/10/2021;7.91E-08
15/10/2021;2.16E-05
18/10/2021;2.53E-05
19/10/2021;7.25E-07
21/10/2021;1.29E-06
22/10/2021;1.41E-05
25/10/2021;4.20E-06
26/10/2021;2.20E-06
27/10/2021;1.61E-06
28/10/2021;1.80E-06
29/10/2021;1.12E-06
01/11/2021;3.90E-06
02/11/2021;2.03E-05
03/11/2021;3.33E-06
04/11/2021;7.85E-06
05/11/2021;3.30E-06
08/11/2021;1.07E-05
09/11/2021;5.48E-05
10/11/2021;6.03E-06
11/11/2021;1.97E-06
12/11/2021;6.01E-06
15/11/2021;9.95E-06
16/11/2021;6.77E-06
17/11/2021;1.24E-07
18/11/2021;1.14E-05
19/11/2021;3.86E-06
22/11/2021;1.78E-07
23/11/2021;1.60E-06
24/11/2021;1.42E-06
25/11/2021;0
26/11/2021;3.14E-07
29/11/2021;0
30/11/2021;1.76E-05
01/12/2021;1.95E-06
02/12/2021;5.30E-06
03/12/2021;3.03E-06
06/12/2021;4.34E-06
07/12/2021;5.24E-06
08/12/2021;5.24E-06
09/12/2021;1.74E-05
10/12/2021;4.39E-08
13/12/2021;3.53E-06
14/12/2021;4.96E-06
15/12/2021;1.94E-08
16/12/2021;5.88E-07
17/12/2021;1.75E-07
20/12/2021;0
21/12/2021;8.15E-06
22/12/2021;5.93E-06
23/12/2021;3.53E-05
24/12/2021;8.31E-07
27/12/2021;5.05E-06
28/12/2021;1.78E-07
29/12/2021;7.11E-07
30/12/2021;3.86E-06
31/12/2021;7.86E-08
03/01/2022;3.97E-07
04/01/2022;3.14E-07
05/01/2022;7.84E-06
06/01/2022;1.47E-05
07/01/2022;4.65E-06
10/01/2022;6.27E-06
11/01/2022;6.65E-06
12/01/2022;2.81E-06
13/01/2022;4.39E-08
14/01/2022;3.96E-07
17/01/2022;4.93E-09
18/01/2022;8.25E-07
19/01/2022;1.95E-08
20/01/2022;9.84E-06
21/01/2022;1.24E-06
24/01/2022;2.38E-07
25/01/2022;1.95E-06
26/01/2022;4.67E-06
27/01/2022;6.99E-07
28/01/2022;7.37E-06
31/01/2022;7.73E-08
02/02/2022;5.84E-07
03/02/2022;9.80E-06
04/02/2022;5.60E-06
07/02/2022;1.21E-07
08/02/2022;3.79E-06
09/02/2022;1.74E-06
10/02/2022;1.75E-06
11/02/2022;2.35E-06
14/02/2022;1.09E-06
15/02/2022;2.14E-06
16/02/2022;1.03E-05
17/02/2022;9.60E-07
18/02/2022;2.59E-06
21/02/2022;7.04E-06
22/02/2022;4.87E-07
23/02/2022;5.29E-06
24/02/2022;2.37E-07
25/02/2022;1.24E-06
01/03/2022;1.94E-08
02/03/2022;1.75E-06
04/03/2022;2.57E-06
07/03/2022;4.84E-07
08/03/2022;3.78E-06
09/03/2022;1.39E-06
10/03/2022;2.56E-06
11/03/2022;2.59E-05
14/03/2022;3.13E-07
15/03/2022;2.36E-06
16/03/2022;2.38E-07
17/03/2022;4.88E-07
18/03/2022;2.16E-06
21/03/2022;1.22E-05
22/03/2022;4.91E-09
23/03/2022;1.40E-06
24/03/2022;2.37E-07
25/03/2022;4.85E-07
28/03/2022;1.94E-06
29/03/2022;1.75E-06
30/03/2022;7.76E-08
31/03/2022;1.09E-06
01/04/2022;3.11E-07
04/04/2022;2.37E-07
05/04/2022;1.94E-08
06/04/2022;9.51E-07
07/04/2022;1.24E-06
08/04/2022;1.21E-07
11/04/2022;1.75E-07
12/04/2022;1.21E-07
13/04/2022;1.74E-07
14/04/2022;1.21E-07
18/04/2022;4.85E-07
19/04/2022;2.38E-07
20/04/2022;3.93E-07
21/04/2022;7.77E-08
22/04/2022;4.39E-08
25/04/2022;8.21E-07
26/04/2022;3.99E-05
27/04/2022;7.68E-06
28/04/2022;1.73E-07
09/05/2022;1.84E-05
10/05/2022;1.39E-05
11/05/2022;6.81E-07
12/05/2022;0
13/05/2022;7.17E-06
17/05/2022;5.42E-06
18/05/2022;4.78E-06
19/05/2022;4.47E-06
20/05/2022;1.11E-05
23/05/2022;2.27E-05
24/05/2022;7.44E-08
25/05/2022;6.70E-07
27/05/2022;2.98E-07
30/05/2022;2.10E-05
31/05/2022;5.45E-06
02/06/2022;1.09E-05
03/06/2022;2.06E-05
06/06/2022;4.30E-05
07/06/2022;4.60E-06
08/06/2022;1.91E-08
09/06/2022;8.08E-07
10/06/2022;2.89E-05
13/06/2022;9.24E-07
14/06/2022;4.96E-05
15/06/2022;1.50E-05
16/06/2022;1.33E-06
17/06/2022;1.15E-07
20/06/2022;3.46E-05
21/06/2022;2.91E-07
22/06/2022;4.66E-06
23/06/2022;1.43E-05
24/06/2022;2.83E-06
27/06/2022;5.49E-07
28/06/2022;8.81E-06
29/06/2022;5.58E-06
30/06/2022;5.49E-07
01/07/2022;5.23E-06
04/07/2022;2.46E-05
05/07/2022;7.15E-08
06/07/2022;4.01E-06
07/07/2022;2.78E-06
08/07/2022;3.74E-06
11/07/2022;1.11E-07
12/07/2022;6.43E-07
13/07/2022;2.57E-06
14/07/2022;2.85E-07
15/07/2022;8.72E-07
18/07/2022;0
19/07/2022;7.52E-07
20/07/2022;1.60E-07
21/07/2022;2.85E-07
22/07/2022;4.84E-06
25/07/2022;2.17E-07
26/07/2022;4.55E-06
27/07/2022;2.85E-07
28/07/2022;5.76E-06
29/07/2022;1.71E-05
01/08/2022;4.32E-05
02/08/2022;8.87E-07
03/08/2022;8.85E-07
04/08/2022;3.79E-06
05/08/2022;6.47E-07
08/08/2022;2.81E-06
09/08/2022;5.44E-07
10/08/2022;1.27E-05
11/08/2022;7.65E-07
12/08/2022;2.62E-05
15/08/2022;5.67E-05
16/08/2022;7.03E-06
18/08/2022;7.36E-06
19/08/2022;1.38E-05
22/08/2022;5.88E-06
23/08/2022;2.60E-06
24/08/2022;5.46E-07
25/08/2022;7.98E-06
26/08/2022;2.62E-06
29/08/2022;7.69E-07
30/08/2022;2.42E-05
31/08/2022;6.50E-07
01/09/2022;2.19E-06
02/09/2022;4.35E-06
05/09/2022;1.15E-06
06/09/2022;1.80E-06
07/09/2022;5.52E-06
08/09/2022;7.94E-06
09/09/2022;2.18E-06
12/09/2022;1.57E-05
13/09/2022;2.22E-07
14/09/2022;2.19E-06
15/09/2022;1.73E-05
16/09/2022;2.59E-06
19/09/2022;7.19E-06
20/09/2022;7.51E-06
21/09/2022;1.11E-07
22/09/2022;5.76E-06
23/09/2022;2.14E-06
26/09/2022;1.77E-08
27/09/2022;3.10E-05
28/09/2022;5.66E-06
29/09/2022;3.35E-05
30/09/2022;6.88E-08
03/10/2022;9.69E-07
04/10/2022;1.60E-05
05/10/2022;1.24E-06
06/10/2022;2.76E-05
07/10/2022;4.33E-09
10/10/2022;1.04E-05
11/10/2022;1.20E-05
12/10/2022;1.69E-05
13/10/2022;5.12E-07
14/10/2022;1.08E-06
17/10/2022;4.61E-06
18/10/2022;3.40E-05
19/10/2022;5.05E-07
20/10/2022;2.02E-06
21/10/2022;3.21E-05
24/10/2022;3.95E-06
25/10/2022;1.64E-06
26/10/2022;2.78E-06
27/10/2022;1.64E-06
28/10/2022;2.18E-06
31/10/2022;3.97E-06
01/11/2022;1.20E-05
02/11/2022;1.07E-05
03/11/2022;1.02E-07
04/11/2022;3.43E-06
07/11/2022;1.23E-05
08/11/2022;7.84E-06
09/11/2022;2.60E-07
10/11/2022;3.67E-06
11/11/2022;8.99E-06
14/11/2022;0.000177851
15/11/2022;1.50E-07
16/11/2022;1.75E-05
17/11/2022;8.71E-06
18/11/2022;2.42E-05
21/11/2022;1.02E-07
22/11/2022;9.13E-07
23/11/2022;3.28E-07
24/11/2022;1.04E-06
25/11/2022;1.14E-05
28/11/2022;1.80E-06
29/11/2022;1.51E-05
30/11/2022;2.59E-07
01/12/2022;1.01E-07
02/12/2022;6.36E-05
05/12/2022;0.000146681
06/12/2022;1.68E-06
07/12/2022;0.000116198
08/12/2022;7.60E-06
09/12/2022;1.02E-07
12/12/2022;5.62E-06
13/12/2022;1.24E-05
14/12/2022;1.47E-06
15/12/2022;7.21E-06
16/12/2022;4.96E-07
19/12/2022;6.92E-07
20/12/2022;6.56E-08
21/12/2022;6.93E-07
22/12/2022;2.01E-07
23/12/2022;2.01E-07
26/12/2022;4.97E-07
27/12/2022;3.94E-06
28/12/2022;2.16E-06
29/12/2022;7.87E-06
30/12/2022;3.17E-06
02/01/2023;7.88E-05
03/01/2023;1.65E-06
04/01/2023;1.33E-06
05/01/2023;2.57E-06
06/01/2023;1.03E-07
09/01/2023;2.56E-06
10/01/2023;1.53E-05
11/01/2023;9.27E-07
12/01/2023;1.59E-05
13/01/2023;0.000108642
16/01/2023;0.000153169
17/01/2023;0.000109517
18/01/2023;8.01E-05
19/01/2023;1.26E-06
20/01/2023;2.52E-06
24/01/2023;2.80E-07
25/01/2023;0.000161592
26/01/2023;3.51E-06
27/01/2023;1.61E-07
30/01/2023;8.74E-07
31/01/2023;4.46E-09
01/02/2023;7.53E-07
02/02/2023;4.45E-09
03/02/2023;6.79E-05
