Tanggal Kurs;Kurs
06/02/2023;4.06E-06
07/02/2023;0.000109897
08/02/2023;3.10E-05
09/02/2023;1.26E-06
10/02/2023;1.75E-08
13/02/2023;1.75E-06
14/02/2023;2.51E-05
15/02/2023;9.98E-06
16/02/2023;2.93E-06
17/02/2023;1.41E-06
20/02/2023;2.29E-06
21/02/2023;4.17E-06
22/02/2023;5.26E-07
23/02/2023;6.58E-06
24/02/2023;4.16E-06
27/02/2023;3.64E-06
28/02/2023;1.45E-05
01/03/2023;4.97E-06
02/03/2023;4.30E-07
03/03/2023;2.27E-06
06/03/2023;4.66E-06
07/03/2023;1.07E-07
08/03/2023;1.43E-05
09/03/2023;3.57E-05
10/03/2023;7.08E-07
13/03/2023;3.77E-06
14/03/2023;3.72E-05
15/03/2023;1.52E-07
16/03/2023;9.52E-07
17/03/2023;1.19E-05
20/03/2023;1.23E-05
21/03/2023;2.71E-07
24/03/2023;2.24E-06
27/03/2023;0.000109806
28/03/2023;9.76E-07
29/03/2023;3.23E-05
30/03/2023;1.58E-07
31/03/2023;4.50E-06
03/04/2023;3.20E-05
04/04/2023;7.53E-07
05/04/2023;2.65E-05
06/04/2023;1.80E-06
10/04/2023;4.48E-07
11/04/2023;6.48E-06
12/04/2023;1.30E-06
13/04/2023;2.19E-06
14/04/2023;2.49E-05
17/04/2023;7.32E-05
18/04/2023;5.28E-05
26/04/2023;3.06E-05
27/04/2023;3.30E-06
28/04/2023;7.82E-05
02/05/2023;3.75E-05
03/05/2023;8.18E-06
04/05/2023;4.16E-08
05/05/2023;2.54E-05
08/05/2023;8.22E-06
09/05/2023;5.68E-06
10/05/2023;1.06E-05
11/05/2023;5.56E-07
12/05/2023;2.65E-06
15/05/2023;4.14E-06
16/05/2023;1.65E-05
17/05/2023;1.82E-08
19/05/2023;1.92E-05
22/05/2023;1.67E-05
23/05/2023;6.84E-06
24/05/2023;1.63E-06
25/05/2023;3.29E-06
26/05/2023;9.91E-06
29/05/2023;2.19E-07
30/05/2023;8.75E-07
31/05/2023;7.14E-08
05/06/2023;5.15E-06
06/06/2023;5.92E-05
07/06/2023;1.09E-05
08/06/2023;5.87E-06
09/06/2023;3.54E-06
12/06/2023;1.13E-05
13/06/2023;2.00E-06
14/06/2023;1.63E-07
15/06/2023;3.29E-06
16/06/2023;1.04E-05
19/06/2023;1.79E-08
20/06/2023;1.07E-05
21/06/2023;9.38E-06
22/06/2023;1.49E-05
23/06/2023;1.83E-05
26/06/2023;2.86E-05
27/06/2023;3.48E-06
03/07/2023;3.00E-06
04/07/2023;5.13E-06
05/07/2023;1.13E-06
06/07/2023;1.11E-07
07/07/2023;1.06E-05
10/07/2023;2.40E-05
11/07/2023;1.36E-05
12/07/2023;3.91E-06
13/07/2023;2.66E-05
14/07/2023;4.97E-05
17/07/2023;4.86E-06
18/07/2023;1.71E-05
20/07/2023;7.51E-07
21/07/2023;4.00E-08
24/07/2023;5.44E-06
25/07/2023;1.77E-08
26/07/2023;1.96E-06
27/07/2023;2.77E-06
28/07/2023;3.73E-06
31/07/2023;2.83E-05
01/08/2023;3.56E-07
02/08/2023;2.74E-06
03/08/2023;1.27E-05
04/08/2023;3.16E-06
07/08/2023;3.90E-06
08/08/2023;4.34E-07
09/08/2023;1.13E-05
10/08/2023;2.28E-06
11/08/2023;1.73E-08
14/08/2023;1.91E-06
15/08/2023;4.12E-05
16/08/2023;2.25E-06
18/08/2023;6.15E-06
21/08/2023;0
22/08/2023;1.88E-06
23/08/2023;3.83E-08
24/08/2023;2.09E-07
25/08/2023;1.86E-05
28/08/2023;8.30E-06
29/08/2023;3.85E-08
30/08/2023;4.12E-06
31/08/2023;2.48E-06
01/09/2023;1.72E-08
04/09/2023;9.68E-07
05/09/2023;1.08E-07
06/09/2023;7.26E-07
07/09/2023;9.46E-06
08/09/2023;3.11E-06
11/09/2023;2.08E-07
12/09/2023;5.14E-07
13/09/2023;2.72E-07
14/09/2023;2.24E-06
15/09/2023;4.24E-07
18/09/2023;4.24E-07
19/09/2023;1.52E-07
20/09/2023;2.71E-07
21/09/2023;9.50E-07
22/09/2023;4.21E-09
25/09/2023;8.28E-07
26/09/2023;1.08E-06
27/09/2023;1.77E-05
29/09/2023;1.60E-05
02/10/2023;6.33E-06
03/10/2023;4.26E-06
04/10/2023;2.71E-05
05/10/2023;5.31E-06
06/10/2023;5.02E-06
09/10/2023;2.99E-06
10/10/2023;9.02E-06
11/10/2023;4.42E-06
12/10/2023;1.62E-08
13/10/2023;2.59E-07
16/10/2023;1.99E-07
17/10/2023;1.98E-07
18/10/2023;1.62E-08
19/10/2023;6.83E-07
20/10/2023;4.60E-05
23/10/2023;1.29E-06
24/10/2023;2.99E-05
25/10/2023;2.16E-05
26/10/2023;1.59E-08
27/10/2023;1.52E-05
30/10/2023;2.52E-07
31/10/2023;2.46E-06
01/11/2023;1.43E-06
02/11/2023;9.47E-06
03/11/2023;2.86E-05
06/11/2023;3.24E-05
07/11/2023;0.000199153
08/11/2023;7.63E-06
09/11/2023;5.32E-06
10/11/2023;1.64E-06
13/11/2023;7.88E-06
14/11/2023;1.62E-06
15/11/2023;7.95E-07
16/11/2023;0.000157841
17/11/2023;3.50E-05
20/11/2023;3.42E-05
21/11/2023;3.02E-05
22/11/2023;1.21E-06
23/11/2023;9.11E-05
24/11/2023;3.33E-07
27/11/2023;1.48E-07
28/11/2023;1.49E-05
29/11/2023;2.47E-05
30/11/2023;1.83E-05
01/12/2023;4.20E-05
04/12/2023;6.66E-06
05/12/2023;2.54E-05
06/12/2023;1.40E-05
07/12/2023;0
08/12/2023;4.25E-06
11/12/2023;5.38E-06
12/12/2023;5.37E-05
13/12/2023;1.18E-06
14/12/2023;1.64E-08
15/12/2023;7.64E-05
18/12/2023;4.16E-07
19/12/2023;7.03E-07
20/12/2023;4.16E-07
21/12/2023;1.50E-07
22/12/2023;1.83E-06
27/12/2023;8.05E-06
28/12/2023;2.36E-05
29/12/2023;1.68E-08
02/01/2024;2.22E-06
03/01/2024;4.84E-06
04/01/2024;2.02E-06
05/01/2024;3.74E-06
08/01/2024;2.04E-07
09/01/2024;6.64E-08
10/01/2024;6.64E-08
11/01/2024;1.03E-05
12/01/2024;4.13E-07
15/01/2024;4.13E-09
16/01/2024;6.61E-08
17/01/2024;5.64E-06
18/01/2024;9.06E-06
19/01/2024;3.31E-07
22/01/2024;1.64E-08
23/01/2024;4.10E-09
24/01/2024;3.44E-06
25/01/2024;1.61E-05
26/01/2024;9.30E-06
29/01/2024;1.54E-05
30/01/2024;6.37E-08
31/01/2024;3.37E-06
01/02/2024;1.96E-07
02/02/2024;3.14E-06
05/02/2024;3.06E-05
06/02/2024;1.17E-06
07/02/2024;3.40E-06
12/02/2024;9.73E-06
13/02/2024;2.18E-05
15/02/2024;3.00E-06
16/02/2024;1.81E-06
19/02/2024;9.43E-06
20/02/2024;2.35E-06
21/02/2024;3.44E-06
22/02/2024;4.08E-09
23/02/2024;3.20E-06
26/02/2024;6.90E-06
27/02/2024;8.68E-06
28/02/2024;1.63E-06
29/02/2024;1.32E-06
01/03/2024;7.16E-06
04/03/2024;1.46E-06
05/03/2024;2.95E-06
06/03/2024;4.40E-06
07/03/2024;4.40E-06
08/03/2024;1.72E-05
13/03/2024;1.24E-05
14/03/2024;3.00E-06
15/03/2024;1.48E-07
18/03/2024;7.25E-06
19/03/2024;9.41E-06
20/03/2024;6.50E-06
21/03/2024;9.11E-07
22/03/2024;1.72E-05
25/03/2024;4.99E-05
26/03/2024;1.94E-06
27/03/2024;1.60E-08
28/03/2024;1.25E-05
